,id,name,price,image_url
123,187964,노블 800/1000 거실테이블 소파테이블 9colors,51000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-157077277274556113.jpg/640/640
124,252773,빈츠 리프트업 거실 소파 테이블 3colors,129000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-158347859837354076.jpg/640/640
125,214868,이동식 사이드테이블 7types,21900,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-157587847920325697.jpg/640/640
126,210827,베가 콘테이블 e1027,199000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-157526373684559895.jpg/640/640
127,82405,[기간한정] 크로스 원목 사이드테이블 협탁 2size,43800,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-1546174238_100305_1.jpg/640/640
128,196598,하이그로시 끌레르 거실테이블 5size 4color,229000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-157250677798030238.jpg/640/640
129,442421,원목 사이드테이블 2단 침대 협탁,60000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-159678043488824173.jpg/640/640
130,96095,골드와이어 수납형 사이드테이블 2colors,56000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-1550190733_118339_1.jpg/640/640
131,365057,동글동글 시리즈 접이식 액자테이블 7종 ,29000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-159188384178906736.jpg/640/640
132,562829,[리퍼] 소파테이블 3colors,280000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-156290339996410379.jpg/640/640
133,197238,폴딩 원목 좌식테이블 2colors,49900,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-157259288851751484.jpg/640/640
134,594962,모듈가구 003(3단) 6colors,215000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-160688608170618611.jpg/640/640
135,462490,포시즌 캠핑 우드 롤 테이블 2size,100000,https://image.ohou.se/image/central_crop/bucketplace-v2-development/uploads-productions-160004207470737331.jpg/640/640
